text,likes,retweets,sad,depression
"*sprays your depression with a water bottle* no, bad depression, get off of my friends &gt;:(",3,0,0,1
@amolg0338 Sad reality 😓,0,0,0,0
:( sad and short story https://t.co/aIrWFakNgF,5,0,0,0
Heaven forbid i have a mimd at 3am or devices because I will flip the fuck out and be sad for no reason. im sorry if i ever tweet something super stupid and pathetic 👍,0,0,0,0
@ACTBrigitte It’s pretty sad when people like you have to compare these things to politics. It’s the simple thinking of right wingers.,0,0,0,0
@alorasunny YAS LOOORR monthly sad ang bayads pero urgh always late,0,0,0,0
"Financial depression is real, shitll have u wantin to off yoself fr speciallt when u look back and all them Paystubs",0,0,0,1
"@TayNewKisses @nunimuri You can see someone who member in Domundi has 3 series in the same time and they how to PROMOTION HIM, and you’ll know why we so angry and sad for our boys.",1,0,0,0
@Bewitcherd i pretend like i am sad. yes,0,0,0,0
@tomhfh Biden is and always has been a nasty piece of work. He is now also senile. The only sad thing is his election.,0,0,0,0
@ariaischic Denzel looks so sad to see someone with mental illness self sabotage their highest career achievement.,0,0,0,0
"@amie444 Yeah. A whole mess of issues tied up in one short blast. I also heard there were a lot of other really awkward, punching down moments with others, including Amy Schumer joking about how Kirsten Dunst (who has been open abt her depression) was a ""seat filler,"" among other things.",1,0,0,1
"It's really sad to see people who were generally sensible on Iraq losing it over Ukraine, a conflict where escalation has dramatically higher stakes https://t.co/PXGCCL4WsQ",3,0,0,0
@nozahadid feel sad for you ja,0,0,0,0
"@OMG_ItsBalboa @LoneVaultWander Offended enough to excuse assault over a joke… that shits sad - sticks and stones mate

Intent matters, jokes are not real they are a form of expression and art that clearly isn’t for everyone.",1,0,0,0
ok but im sad now https://t.co/ApOlrCVRQv,0,0,0,0
Have you ever wondered why you like sad music? Do you find comfort or inspiration in rainy days? Watch as author Susan Cain (@susancain) invites you to embrace the feeling of longing. Accompanied by the splendid sounds of violinist Min Kym. https://t.co/7E2vYP3wWy,36,8,0,0
One month till summer. Cutting szn begins today.😤 Sad that I still hate the way I look lmao🤷🏽‍♂️ https://t.co/kifTgxomKZ,0,0,0,0
So sad my wax lady can’t wax me . 😩,0,0,0,0
"⠀

    / / seishu is still sad about akane and I'm still busy so I'll get to longer replies when possible.
⠀",2,0,0,0
@Premium826 if depression was a plate of spaghetti...,1,0,0,1
"That rewatch absolutely destroyed me 😭🥺 so fortunate to have experienced #ticktickBOOM 
Lin, Andrew Garfield, Robin, Alex &amp; co, you honoured Jon Larson so beautifully! Not over this movie! So sad we didnt get a performance last night, winners in our ❤ @ticktickboom 🎶🎹 https://t.co/UtJMIrGOc8",3,0,0,0
why it feels so sad,0,0,0,0
"A Ghanaian youth cannot expressed his/her views, ideas, etc bcos society doesnt allow it.
We are always sad and depressed cos of these...&gt;&gt;",0,0,0,0
@tejasswixsukoon Are Dear kya Kare bichare 3/4 log k fandom hai or Usk pass 10/20 backup account hai toh kya hi kare so sad for aunty fandom 😭😭😭😂😂,0,0,0,0
I wish someone would suck the depression out of my titties fr 💯,0,0,0,1
"It's sad to admit that the entire world missed the point.
Thanks to #willsmithchrisrock #Oscars for the amazing message https://t.co/JJtBixi0GJ",0,0,0,0
"@BitBenderBrink @GoGalaGames @WalkingDead_AMC Still nothing for me…. Make me so sad to never have airdrop….. old node runner should be more rewarding in my opinion ☮️🙌.
Much love Gala fam !",0,0,0,0
It’s kinda sad that making above 13$ an hour seems like a lot of money to us,0,0,0,0
riddle me this batman how come i am sad,15,0,0,0
"@JoeNBC They want tougher talk and actions…when they get it, it’s too much. #sad",0,0,0,0
@thor_sad Thanks! https://t.co/4MB0myOqnB,0,0,0,0
"i think THAT'S what my depression is. a loneliness from a lack of emotional intimacy. not so much a chemical imbalance. or maybe that chemical imbalance is from a result of zero authentic emotional intimacy, not allowing my brain to produce/recognize those feel-good hormones. idk",3,0,0,1
"@tomselliott It's sad when peoples self esteem is based on such superficial things such as hair style or color. Maybe someday people can base their self worth on intelligence, charity, thoughtfulness, or kindness.",3,0,0,0
@Satakarnak @RALee85 Sad to hear.,0,0,0,0
Im just sad ya'll.,0,0,0,0
@joncoopertweets Sad that he thinks that he thinks that he is qualified for the job. Doesn't he have some legal issues??,1,1,0,0
"@deepakshenoy Ahhh!!! I was confused coz ur main tweet, thinking why u think it is sad ?

Clarification cleared that.",0,0,0,0
@TwistingToxic Why is she sad ? She is lovely goblin and she have amazing piercing!,0,0,0,0
"@RealWillSmithFP watch this idiot walking off stage after the assault, he though he was tough and bad ass.  What an POS.  You laughed at the joke then got mad?  That’s not how protecting your loved ones work.  Fake and sad.",0,0,0,0
"#SantRampalJiMaharaj_App
We all do so much devotion to the deity, yet why are we sad?
 To get complete knowledge and information about this matter, download ""Sant Rampal Ji Maharaj"" app https://t.co/QS2OQ5UoHb",2,2,0,0
@i_desi_surya What a sad thing..,2,0,0,0
I wish someone would just suck the depression out my titties fr,2,0,0,1
@hyvnprint Ily waiting for us but in this month i dont really have interest on sad song🥲,0,0,0,0
This shit is sad 🥺💔 https://t.co/sqQDaTxUVP,0,0,0,0
Lls you can tell a few ppl haven’t been slapped for their disrespect and it’s sad smh,0,0,0,0
@SBrewster24 Lmaoooo your friends bullying you out of depression&gt;&gt;&gt;,2,1,0,1
@totemtwtsmoss OBHAOHBABOHAVHOAOVH NOOOOOOO ngl I did too for some a short time and was sad af but tried not to show it an and happy for him 😭 omg I want to see my old tweets now LMAO,0,0,0,0
Had a wonderful few days with a good friend. Very sad to see you go.  &lt;3,3,0,0,0
Probably started having to wipe the sadistic drool off their chin when that footage aired yesterday. Sad for them. There is an entire industry devoted to using harm to reprogram people who already have everything under control under very difficult circumstances which would cause,0,0,0,0
@PopCrave @nypost It’s a sad day when a fellow comic can’t take a joke!,0,0,0,0
"Sad but true
Either way, I want to ride this bus &amp; this is not F/A https://t.co/WBvwJYKXJq",1,0,0,0
@libsoftiktok very sad. obvs they don’t have financial concerns if they have the free time to wreck regular folks place of employment.,0,0,0,0
@LamaLushBaby M so sad 💔💔,1,0,0,0
@AmitabhTiwari @ARanganathan72 @AamAadmiParty @TajinderBagga Thats how u see things . I dont. I am not blind . i hv very close kashmiri pandit friends and i am sad to see them suffer. Help is what they want. Be it financial or in terms of education. They got.nothing.since 1990. Plain and simple. Mufti and Abdullah shared govt with both .,0,0,0,0
@Robnonumber @Jennyflower Not to you.  Every single person on this thread wanks himself over the RNLI. Sad.,0,0,0,0
"@Karanve50449212 Bhai, aap jaise true sikhs bohat kam ho gaye hai. It makes me sad seeing our brothers in turban abusing India.",0,0,0,0
"@liverpoolphil Very sad news, thoughts and prayers with his family 🙏🏻",0,0,0,0
have a sad cum bb,3,0,0,0
@Binkthorough That shit was so sad😩 then the family screaming crying Omg.,0,0,0,0
It was a sad day when my kids outgrew Dragon Tales.  I miss that show.  #jokeoftheday #write10club #joke #comedy #comedian #newdaynewjoke #femalecomedian #womenincomedy @JoelByarsComedy @HotBreathPod,2,0,0,0
"@ScottPresler Ah STILL no actual talking points. This is like the 5th time this week you’ve just brought up some fear mongering hateful bullcrap against Dems, but still no info on the policies of the party your tricking people into voting for….. sooooo sad.",0,0,0,0
"Middol ending, but atleast they can rest considering their up coming schedules. Still u won't blame me not getting sad about it because it's just the same when vss ended and when inssa oppa ended in s5. I wanna cry to much emotions in mbbland today 😟 https://t.co/Hgv1DpOPis",5,0,0,0
"@MarkHamill I don't want to rate it as 'ugliest ever.' Look at all the comments, they're only commenting on the rating, not what happened. We witnessed an assault on live tv. Very bad. Really bad. Sad that so many are ignoring that or even siding with Will Smith. Wtf? 😒",0,0,0,0
"The sad part about all of this is, Jada wouldn’t do something like that for Will",0,0,0,0
"@blackishabc @TraceeEllisRoss Sad for such a beautiful woman to leave her house thinking this was fine, and the designer who did this to her ought to be ashamed.",2,0,0,0
"Symmetry. An abstract depiction of the human mind’s affiliation of beauty and symmetry, many succumb to depression, anxiety and body dysmorphia in the chase of the current impossible beauty standard. Thread below.

FP 0.15 ETH https://t.co/YslBvquZ7m",31,21,0,1
"kinda sad that I only have one day left working in the school because I'm starting to like the teacher and helping the children, but I'm also kinda glad because it's exhausting",0,0,0,0
seasonal depression real and the cure is shorts and biking,2,0,0,1
that shit is outrageous u bitches going be going out sad 😂😂😂🫣,0,0,0,0
"@Rawldy420 @PriceOfMetal Oooh no you didn’t say that! Ignorant to the MAX, Go sit down and learn about black/African culture it’s sad you only know about one race and that’s yourself get educated before you tweet 🐥 you made yourself look like a fool.",1,0,0,0
"@bkhanz181 I am sad for Buzdar 😟 but it's IK's decision in current circumstances, so it's ok",1,0,0,0
"@anupamapatnaik @sanjayp_1 @MumbaiPolice Absolutely , even in front of traffic police they do they and they are silent spectators. Sad state. I think UP and Bihar will be more ahead of us and disciplined. Problem is with MVA vasooli also",1,0,0,0
@OpIndia_com @ArvindKejriwal  what a shame? You will not leave even a pandamic situation for your political scoring. Are you become mad after becoming CM of a state. Really sad,0,0,0,0
"@SNGSinclair Jesus christ, YES IT DOES. They deserve inclusive language that makes them feel comfortable, and if you have a problem with someone saying ""Menstruators"" then that's incredibly sad",0,0,0,0
"@joncoopertweets Once again, the clarity that we were all looking for.  So sad that a man with such vision is no longer holding the world's most powerful position.  And the nuclear codes.  And that's how you do sarcasm.",0,0,0,0
@LacsinaVon @Tin25863405 Thats true- and i am sad that many young ones has this hatred- the adults shoukd be responsible of what we instill to these young ones- what we need is unity not division and hatred towards other-,1,0,0,0
"And a rabbit gives up somewhere, and a dozen hawks descend... every moment leads toward its own sad end.",0,0,0,0
"@cryinginbf I CANT STOP CRYING OVER THEM I NEED S2 even tho its really impossible, i feel so sad",0,0,0,0
"I'm sad, Can I get hug?🥲",2,0,0,0
"Very sad to learn that Novaya gazeta, the last independent newspaper in Russia, has been forced to suspend its operations. Putin has restored the dictatorial horrors of the USSR. https://t.co/M3VCSUEc0Q",659,171,0,0
"Anyway, the first episode of Atlanta season 3 was so sad and uncomfortable. I'm scared to watch episode 2 lol. Childish. 😭",0,0,0,0
